"","date","value","variable","Element","DL_ppb","variable_units","Class","mean_val","sd_val"
"30",2014-07-27,4.392751,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"31",2014-07-30,5.646968,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"32",2014-08-02,3.732665,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"33",2014-08-05,2.604158,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"34",2014-08-08,4.060128,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"35",2014-08-11,3.746051,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"36",2014-08-14,3.291093,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"37",2014-08-17,2.914129,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"38",2014-08-20,3.003556,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"39",2014-08-23,6.628782,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"40",2014-08-26,4.46726474040222,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"41",2014-08-29,4.6625530955308,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"42",2014-09-01,4.67778839948651,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"43",2014-09-04,3.94223905394741,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"44",2014-09-07,3.98934797043069,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"45",2014-09-10,11.3564883536101,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"46",2014-09-13,7.96340138463424,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"47",2014-09-16,3.8813146723129,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"48",2014-09-19,3.62551351880079,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"49",2014-09-22,9.86918680533521,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"50",2014-09-25,3.78478985827251,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"51",2014-09-28,3.95775196829354,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"52",2014-10-01,5.61312981137007,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"53",2014-10-04,4.46239193295821,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"54",2014-10-07,3.13042940936083,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"55",2014-10-09,3.24205053146781,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"56",2014-10-10,4.4417821237573,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"57",2014-10-13,3.05988624717748,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"58",2014-10-16,2.88739996264105,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"59",2014-10-19,2.78048810043143,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"60",2014-10-22,2.31180166852059,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"61",2014-10-23,1.90417625147225,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"62",2014-10-24,2.05225508962054,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"63",2014-10-25,1.81981861087903,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"64",2014-10-26,1.9369276347487,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"65",2014-10-27,2.38826888788156,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"66",2014-10-28,2.70532366325301,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"67",2014-10-29,2.81731493307741,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"68",2014-10-30,2.36693707292202,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"69",2014-10-31,2.8508713489854,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"70",2014-11-01,2.96140062982352,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"71",2014-11-02,2.58334756471511,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"72",2014-11-03,2.93622530283958,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"73",2014-11-04,2.731469402894,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"74",2014-11-05,2.47318174045386,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"75",2014-11-06,2.40162942459474,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"76",2014-11-07,2.95554072920519,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"77",2014-11-08,2.83047275176732,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"78",2014-11-09,2.63440617710703,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"79",2014-11-10,2.38144152034413,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"80",2014-11-11,2.50229248226232,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"81",2014-11-12,2.00357815995888,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"82",2014-11-13,2.15222297725054,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"83",2014-11-14,2.11343903439287,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"84",2014-11-15,2.69005290478541,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"85",2014-11-16,2.14691199671424,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"86",2014-11-17,2.16888500169189,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"87",2014-11-18,2.12092412878335,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"88",2014-11-19,2.03537239195993,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"89",2014-11-20,4.44893488,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"90",2014-11-21,2.1769020078,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"91",2014-11-22,2.4771184372,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"92",2014-11-23,2.4727743072,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"93",2014-11-24,2.799423745,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"94",2014-11-25,2.7564931044,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"95",2014-11-26,4.7275219233,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"96",2014-11-27,3.2250913655,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"97",2014-11-28,2.9820370624,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"98",2014-11-29,2.77151472,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"99",2014-11-30,8.3606062692,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"100",2014-12-01,2.5995337344,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"101",2014-12-02,3.4910099844,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"102",2014-12-03,2.5050147641,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"103",2014-12-04,3.2994167379,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"104",2014-12-05,2.7543172559,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"105",2014-12-06,17.8905957552,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"106",2014-12-07,2.7890852054,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"107",2014-12-08,4.471522272,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"108",2014-12-09,2.519121157,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"109",2014-12-10,3.158122518,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"110",2014-12-11,2.2575332043,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"111",2014-12-12,3.5523062592,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"112",2014-12-13,2.6593731573,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"113",2014-12-14,3.7052961435,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"114",2014-12-15,3.0888669462,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"115",2014-12-16,2.237864496,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"116",2014-12-17,6.4005909591,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"117",2014-12-18,7.3066653436,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"118",2014-12-19,2.2256795422,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"119",2014-12-20,3.3746380876,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"120",2014-12-21,2.6408471188,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"121",2014-12-22,2.5645229346,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"122",2014-12-23,2.2366243776,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"123",2014-12-24,6.5813049909,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"124",2014-12-25,2.0442451408,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"125",2014-12-26,2.0888316906,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"126",2014-12-27,2.2489571461,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"127",2014-12-28,3.0683174354,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"128",2014-12-29,2.573280983,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"129",2014-12-30,5.4625842194,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"130",2014-12-31,6.15542851,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"131",2015-01-01,3.4900875744,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"132",2015-01-02,2.7106767228,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"133",2015-01-03,2.752140375,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"134",2015-01-04,2.759232431,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"135",2015-01-06,2.8061157098,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"136",2015-01-08,3.0490188156,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"137",2015-01-10,3.533009499,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"138",2015-01-12,3.4021007094,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"139",2015-01-14,62.2210659296,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"140",2015-01-16,2.9366766564,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"141",2015-01-18,4.1313674776,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"142",2015-01-20,3.179542024,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"143",2015-01-22,3.8247247791,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"144",2015-01-24,2.6361328614,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"145",2015-01-26,3.1328087553,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"146",2015-01-28,3.0707569552,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"147",2015-01-30,5.0238833076,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"148",2015-02-01,2.201905152,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"149",2015-02-03,2.7607037026,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"150",2015-02-05,2.7534713952,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"151",2015-02-07,3.146034568,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"152",2015-02-09,3.3732544608,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"153",2015-02-11,4.47680968,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"154",2015-02-13,3.0954713676,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"155",2015-02-15,1.8590964729,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"156",2015-02-16,6.7176655779,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"157",2015-02-17,5.7245147274,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"158",2015-02-18,3.1784957863,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"159",2015-02-19,4.6001784627,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"160",2015-02-20,3.3369377868,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"161",2015-02-21,3.6006639013,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"162",2015-02-22,3.4390951067,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"163",2015-02-23,3.869846271,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"164",2015-02-24,2.7654520592,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"165",2015-02-25,3.3467773248,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"166",2015-02-26,42.1820150388,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"167",2015-02-27,2.8904978765,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"168",2015-02-28,3.2873941088,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"169",2015-03-01,2.5346889404,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"170",2015-03-02,2.2920978714,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"171",2015-03-03,3.7525285,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"172",2015-03-04,2.4952120172,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"173",2015-03-05,4.0503706859,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"174",2015-03-06,2.5359203432,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"175",2015-03-07,5.7767718584,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"176",2015-03-08,2.8284639942,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"177",2015-03-09,19.4989083065,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"178",2015-03-10,2.7516138324,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"179",2015-03-11,2.7328723824,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"180",2015-03-13,4.1608974435,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"181",2015-03-16,4.8712160133,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"182",2015-03-17,3.0300223136,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"183",2015-03-18,4.0306026207,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"184",2015-03-19,6.0496845588,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"185",2015-03-20,13.6840106454,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"186",2015-03-21,3.152830902,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"187",2015-03-22,2.769958392,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"188",2015-03-23,4.8748576933,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"189",2015-03-24,2.9678350757,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"190",2015-03-25,4.154351929,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"191",2015-03-26,5.144150687,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"192",2015-03-27,7.987196306,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"193",2015-03-28,2.881635101,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"194",2015-03-29,3.565266516,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"195",2015-03-30,53.4797904938,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"196",2015-03-31,3.885811648,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"197",2015-04-01,5.249410509,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"198",2015-04-02,6.3937847384,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"199",2015-04-03,5.024370624,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"200",2015-04-04,15.3026525344,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"201",2015-04-05,4.360579187,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"202",2015-04-06,4.5550391408,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"203",2015-04-07,6.2498765824,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"204",2015-04-08,4.81321068,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"205",2015-04-09,5.096952168,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"206",2015-04-10,6.2092945824,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"207",2015-04-11,10.5885861389,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"208",2015-04-12,6.9401509836,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"209",2015-04-13,6.3650090614,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"210",2015-04-14,7.446686953,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"211",2015-04-15,9.4000268288,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"212",2015-04-16,9.059732067,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"213",2015-04-17,8.4008128896,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"214",2015-04-18,7.14915866625194,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"215",2015-04-19,6.78460934882379,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"216",2015-04-20,8.27193921481235,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"217",2015-04-21,11.921807253592,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"218",2015-04-22,6.74786631911113,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"219",2015-04-23,7.10811035825045,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"220",2015-04-24,9.64715564604106,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"221",2015-04-25,6.97958369147347,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"222",2015-04-26,8.15198500658553,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"223",2015-04-27,8.50345324619703,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"224",2015-04-28,6.3332541788,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"225",2015-04-29,6.568720114,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"226",2015-05-01,23.6141937912,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"227",2015-05-02,16.7645700915,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"228",2015-05-03,15.4136925504,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"229",2015-05-04,14.9145531749,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"230",2015-05-05,15.4680873894,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"231",2015-05-06,14.6147310404,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"232",2015-05-07,18.4801284396,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"233",2015-05-08,237.5738157208,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"234",2015-05-09,16.5061227096,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"235",2015-05-10,19.388125161,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
"236",2015-05-11,13.9574450425,"aluminum","Al",0.074,"aluminum_ppb","metal",31.7778478050952,70.0610305733864
